#Format: HPO-ID<tab>HPO-Name<tab>Gene-ID<tab>Gene-Name
HP:0000878	11 pairs of ribs	126792	B3GALT6
HP:0002659	Increased susceptibility to fractures	2778	GNAS
HP:0002659	Increased susceptibility to fractures	57592	ZNF687
HP:0025196	Increased total iron binding capacity	55532	SLC30A10
HP:0003593	Infantile onset	113179	ADAT3
HP:0003593	Infantile onset	10300	KATNB1
HP:0003593	Infantile onset	1605	DAG1
HP:0003593	Infantile onset	5723	PSPH
HP:0003593	Infantile onset	2778	GNAS
HP:0003593	Infantile onset	83696	TRAPPC9
HP:0003593	Infantile onset	3394	IRF8
HP:0003593	Infantile onset	23394	ADNP
HP:0003593	Infantile onset	1917	EEF1A2
HP:0003593	Infantile onset	6531	SLC6A3
HP:0003593	Infantile onset	51128	SAR1B
HP:0003593	Infantile onset	9150	CTDP1
HP:0000789	Infertility	7681	MKRN3
HP:0000789	Infertility	6736	SRY
HP:0000789	Infertility	8287	USP9Y
HP:0002037	Inflammation of the large intestine	7128	TNFAIP3
HP:0002037	Inflammation of the large intestine	4261	CIITA
HP:0002037	Inflammation of the large intestine	26873	OPLAH
HP:0002037	Inflammation of the large intestine	3257	HPS1
HP:0100533	Inflammatory abnormality of the eye	1536	CYBB
HP:0100533	Inflammatory abnormality of the eye	10892	MALT1
HP:0100533	Inflammatory abnormality of the eye	56262	LRRC8A
HP:0100533	Inflammatory abnormality of the eye	7128	TNFAIP3
HP:0100533	Inflammatory abnormality of the eye	2778	GNAS
HP:0011123	Inflammatory abnormality of the skin	1536	CYBB
HP:0011123	Inflammatory abnormality of the skin	5156	PDGFRA
HP:0011123	Inflammatory abnormality of the skin	1130	LYST
HP:0011123	Inflammatory abnormality of the skin	57492	ARID1B
HP:0011123	Inflammatory abnormality of the skin	4261	CIITA
HP:0011123	Inflammatory abnormality of the skin	6899	TBX1
HP:0011123	Inflammatory abnormality of the skin	9526	MPDU1
HP:0011123	Inflammatory abnormality of the skin	3426	CFI
HP:0011123	Inflammatory abnormality of the skin	10682	EBP
HP:0011123	Inflammatory abnormality of the skin	56262	LRRC8A
HP:0011123	Inflammatory abnormality of the skin	7128	TNFAIP3
HP:0011123	Inflammatory abnormality of the skin	3561	IL2RG
HP:0000023	Inguinal hernia	10516	FBLN5
HP:0000023	Inguinal hernia	613	BCR
HP:0000023	Inguinal hernia	57492	ARID1B
HP:0000023	Inguinal hernia	79813	EHMT1
HP:0000023	Inguinal hernia	2006	ELN
HP:0000023	Inguinal hernia	6899	TBX1
HP:0100785	Insomnia	2006	ELN
HP:0000855	Insulin resistance	5506	PPP1R3A
HP:0000855	Insulin resistance	7486	WRN
HP:0000831	Insulin-resistant diabetes mellitus	5506	PPP1R3A
HP:0001249	Intellectual disability	8318	CDC45
HP:0001249	Intellectual disability	2189	FANCG
HP:0001249	Intellectual disability	57492	ARID1B
HP:0001249	Intellectual disability	6295	SAG
HP:0001249	Intellectual disability	6305	SBF1
HP:0001249	Intellectual disability	186	AGTR2
HP:0001249	Intellectual disability	84189	SLITRK6
HP:0001249	Intellectual disability	57609	DIP2B
HP:0001249	Intellectual disability	10518	CIB2
HP:0001249	Intellectual disability	288	ANK3
HP:0001249	Intellectual disability	80208	SPG11
HP:0001249	Intellectual disability	6496	SIX3
HP:0001249	Intellectual disability	57697	FANCM
HP:0001249	Intellectual disability	410	ARSA
HP:0001249	Intellectual disability	10682	EBP
HP:0001249	Intellectual disability	445	ASS1
HP:0001249	Intellectual disability	4594	MUT
HP:0001249	Intellectual disability	6660	SOX5
HP:0001249	Intellectual disability	113179	ADAT3
HP:0001249	Intellectual disability	6736	SRY
HP:0001249	Intellectual disability	10841	FTCD
HP:0001249	Intellectual disability	613	BCR
HP:0001249	Intellectual disability	27286	SRPX2
HP:0001249	Intellectual disability	2778	GNAS
HP:0001249	Intellectual disability	64218	SEMA4A
HP:0001249	Intellectual disability	2799	GNS
HP:0001249	Intellectual disability	6899	TBX1
HP:0001249	Intellectual disability	23394	ADNP
HP:0001249	Intellectual disability	283489	CHAMP1
HP:0001249	Intellectual disability	9150	CTDP1
HP:0001249	Intellectual disability	9184	BUB3
HP:0001249	Intellectual disability	23522	KAT6B
HP:0001249	Intellectual disability	5119	CHMP1A
HP:0001249	Intellectual disability	5130	PCYT1A
HP:0001249	Intellectual disability	5148	PDE6G
HP:0001249	Intellectual disability	1130	LYST
HP:0001249	Intellectual disability	5230	PGK1
HP:0001249	Intellectual disability	3242	HPD
HP:0001249	Intellectual disability	7443	VRK1
HP:0001249	Intellectual disability	25939	SAMHD1
HP:0001249	Intellectual disability	7546	ZIC2
HP:0001249	Intellectual disability	54820	NDE1
HP:0001249	Intellectual disability	1605	DAG1
HP:0001249	Intellectual disability	56922	MCCC1
HP:0001249	Intellectual disability	5723	PSPH
HP:0001249	Intellectual disability	124590	USH1G
HP:0001249	Intellectual disability	83696	TRAPPC9
HP:0001249	Intellectual disability	79600	TCTN1
HP:0001249	Intellectual disability	5932	RBBP8
HP:0001249	Intellectual disability	3908	LAMA2
HP:0001249	Intellectual disability	126792	B3GALT6
HP:0001249	Intellectual disability	10084	PQBP1
HP:0001249	Intellectual disability	1908	EDN3
HP:0001249	Intellectual disability	1917	EEF1A2
HP:0001249	Intellectual disability	55180	LINS1
HP:0001249	Intellectual disability	346007	EYS
HP:0001249	Intellectual disability	1954	MEGF8
HP:0001249	Intellectual disability	51128	SAR1B
HP:0001249	Intellectual disability	79813	EHMT1
HP:0001249	Intellectual disability	2006	ELN
HP:0001249	Intellectual disability	51199	NIN
HP:0001256	Intellectual disability, mild	6736	SRY
HP:0001256	Intellectual disability, mild	57492	ARID1B
HP:0001256	Intellectual disability, mild	27286	SRPX2
HP:0001256	Intellectual disability, mild	3242	HPD
HP:0001256	Intellectual disability, mild	9150	CTDP1
HP:0001256	Intellectual disability, mild	6899	TBX1
HP:0002342	Intellectual disability, moderate	288	ANK3
HP:0002342	Intellectual disability, moderate	10682	EBP
HP:0002187	Intellectual disability, profound	54820	NDE1
HP:0002187	Intellectual disability, profound	25939	SAMHD1
HP:0006887	Intellectual disability, progressive	23522	KAT6B
HP:0006887	Intellectual disability, progressive	54820	NDE1
HP:0010864	Intellectual disability, severe	54820	NDE1
HP:0010864	Intellectual disability, severe	1917	EEF1A2
HP:0010864	Intellectual disability, severe	79813	EHMT1
HP:0010864	Intellectual disability, severe	83696	TRAPPC9
HP:0010864	Intellectual disability, severe	51199	NIN
HP:0002080	Intention tremor	9150	CTDP1
HP:0004878	Intercostal muscle weakness	3908	LAMA2
HP:0011029	Internal hemorrhage	5156	PDGFRA
HP:0011029	Internal hemorrhage	1130	LYST
HP:0011029	Internal hemorrhage	80270	HSD3B7
HP:0011029	Internal hemorrhage	3257	HPS1
HP:0011029	Internal hemorrhage	2006	ELN
HP:0011029	Internal hemorrhage	4594	MUT
HP:0011029	Internal hemorrhage	6899	TBX1
HP:0001220	Interphalangeal joint contracture of finger	613	BCR
HP:0001220	Interphalangeal joint contracture of finger	8318	CDC45
HP:0001220	Interphalangeal joint contracture of finger	57492	ARID1B
HP:0001220	Interphalangeal joint contracture of finger	118429	ANTXR2
HP:0001220	Interphalangeal joint contracture of finger	9150	CTDP1
HP:0001220	Interphalangeal joint contracture of finger	23522	KAT6B
HP:0011611	Interrupted aortic arch	6899	TBX1
HP:0011100	Intestinal atresia	9184	BUB3
HP:0100819	Intestinal fistula	57167	SALL4
HP:0100819	Intestinal fistula	9361	LONP1
HP:0002566	Intestinal malrotation	57492	ARID1B
HP:0002566	Intestinal malrotation	57167	SALL4
HP:0002566	Intestinal malrotation	6899	TBX1
HP:0005214	Intestinal obstruction	10516	FBLN5
HP:0005214	Intestinal obstruction	5156	PDGFRA
HP:0005214	Intestinal obstruction	1908	EDN3
HP:0005266	Intestinal polyp	2778	GNAS
HP:0005266	Intestinal polyp	9184	BUB3
HP:0005266	Intestinal polyp	1908	EDN3
HP:0200008	Intestinal polyposis	2778	GNAS
HP:0200008	Intestinal polyposis	9184	BUB3
HP:0200008	Intestinal polyposis	1908	EDN3
HP:0031306	Intracranial arterial calcification	6575	SLC20A2
HP:0010576	Intracranial cystic lesion	1605	DAG1
HP:0010576	Intracranial cystic lesion	2683	B4GALT1
HP:0010576	Intracranial cystic lesion	57492	ARID1B
HP:0010576	Intracranial cystic lesion	10682	EBP
HP:0010576	Intracranial cystic lesion	9184	BUB3
HP:0002170	Intracranial hemorrhage	2006	ELN
HP:0002170	Intracranial hemorrhage	4594	MUT
HP:0002041	Intractable diarrhea	9652	TTC37
HP:0001406	Intrahepatic cholestasis	80270	HSD3B7
HP:0001511	Intrauterine growth retardation	5723	PSPH
HP:0001511	Intrauterine growth retardation	613	BCR
HP:0001511	Intrauterine growth retardation	8318	CDC45
HP:0001511	Intrauterine growth retardation	10370	CITED2
HP:0001511	Intrauterine growth retardation	2189	FANCG
HP:0001511	Intrauterine growth retardation	57492	ARID1B
HP:0001511	Intrauterine growth retardation	6899	TBX1
HP:0001511	Intrauterine growth retardation	5932	RBBP8
HP:0001511	Intrauterine growth retardation	57697	FANCM
HP:0001511	Intrauterine growth retardation	6575	SLC20A2
HP:0001511	Intrauterine growth retardation	9652	TTC37
HP:0001511	Intrauterine growth retardation	9150	CTDP1
HP:0001511	Intrauterine growth retardation	2006	ELN
HP:0001511	Intrauterine growth retardation	9184	BUB3
HP:0001511	Intrauterine growth retardation	51199	NIN
HP:0002576	Intussusception	57492	ARID1B
HP:0004305	Involuntary movements	1130	LYST
HP:0004305	Involuntary movements	55532	SLC30A10
HP:0004305	Involuntary movements	4361	MRE11
HP:0004305	Involuntary movements	7443	VRK1
HP:0004305	Involuntary movements	80208	SPG11
HP:0004305	Involuntary movements	10617	STAMBP
HP:0004305	Involuntary movements	6531	SLC6A3
HP:0004305	Involuntary movements	410	ARSA
HP:0004305	Involuntary movements	6575	SLC20A2
HP:0004305	Involuntary movements	4594	MUT
HP:0004305	Involuntary movements	6660	SOX5
HP:0004305	Involuntary movements	2566	GABRG2
HP:0004305	Involuntary movements	54820	NDE1
HP:0004305	Involuntary movements	613	BCR
HP:0004305	Involuntary movements	8913	CACNA1G
HP:0004305	Involuntary movements	3798	KIF5A
HP:0004305	Involuntary movements	2778	GNAS
HP:0004305	Involuntary movements	79600	TCTN1
HP:0004305	Involuntary movements	6899	TBX1
HP:0004305	Involuntary movements	7957	EPM2A
HP:0004305	Involuntary movements	1861	TOR1A
HP:0004305	Involuntary movements	23394	ADNP
HP:0004305	Involuntary movements	283489	CHAMP1
HP:0004305	Involuntary movements	9150	CTDP1
HP:0004305	Involuntary movements	79813	EHMT1
HP:0004305	Involuntary movements	2006	ELN
HP:0004305	Involuntary movements	5119	CHMP1A
HP:0000612	Iris coloboma	1605	DAG1
HP:0000612	Iris coloboma	57167	SALL4
HP:0000612	Iris coloboma	1123	CHN1
HP:0000612	Iris coloboma	1414	CRYBB1
HP:0000612	Iris coloboma	1421	CRYGD
HP:0000612	Iris coloboma	79600	TCTN1
HP:0007730	Iris hypopigmentation	7681	MKRN3
HP:0007730	Iris hypopigmentation	5130	PCYT1A
HP:0007730	Iris hypopigmentation	10518	CIB2
HP:0007730	Iris hypopigmentation	124590	USH1G
HP:0007730	Iris hypopigmentation	3257	HPS1
HP:0007730	Iris hypopigmentation	1130	LYST
HP:0007400	Irregular hyperpigmentation	1536	CYBB
HP:0007400	Irregular hyperpigmentation	5156	PDGFRA
HP:0007400	Irregular hyperpigmentation	57697	FANCM
HP:0007400	Irregular hyperpigmentation	1123	CHN1
HP:0007400	Irregular hyperpigmentation	2189	FANCG
HP:0007400	Irregular hyperpigmentation	2778	GNAS
HP:0003301	Irregular vertebral endplates	126792	B3GALT6
HP:0000737	Irritability	25939	SAMHD1
HP:0000737	Irritability	445	ASS1
HP:0000737	Irritability	79813	EHMT1
HP:0000737	Irritability	2778	GNAS
HP:0002140	Ischemic stroke	2006	ELN
HP:0000952	Jaundice	10599	SLCO1B1
HP:0000952	Jaundice	1130	LYST
HP:0000952	Jaundice	80270	HSD3B7
HP:0000952	Jaundice	9652	TTC37
HP:0000952	Jaundice	4023	LPL
HP:0000952	Jaundice	23534	TNPO3
HP:0009473	Joint contracture of the hand	10084	PQBP1
HP:0009473	Joint contracture of the hand	613	BCR
HP:0009473	Joint contracture of the hand	8318	CDC45
HP:0009473	Joint contracture of the hand	57492	ARID1B
HP:0009473	Joint contracture of the hand	118429	ANTXR2
HP:0009473	Joint contracture of the hand	9150	CTDP1
HP:0009473	Joint contracture of the hand	23522	KAT6B
HP:0001373	Joint dislocation	9775	EIF4A3
HP:0001373	Joint dislocation	8318	CDC45
HP:0001373	Joint dislocation	2189	FANCG
HP:0001373	Joint dislocation	9361	LONP1
HP:0001373	Joint dislocation	57492	ARID1B
HP:0001373	Joint dislocation	6899	TBX1
HP:0001373	Joint dislocation	126792	B3GALT6
HP:0001373	Joint dislocation	57697	FANCM
HP:0001373	Joint dislocation	10682	EBP
HP:0001373	Joint dislocation	2006	ELN
HP:0001373	Joint dislocation	23522	KAT6B
HP:0005692	Joint hyperflexibility	10516	FBLN5
HP:0005692	Joint hyperflexibility	5932	RBBP8
HP:0005692	Joint hyperflexibility	126792	B3GALT6
HP:0005692	Joint hyperflexibility	613	BCR
HP:0005692	Joint hyperflexibility	112752	IFT43
HP:0005692	Joint hyperflexibility	8318	CDC45
HP:0005692	Joint hyperflexibility	9361	LONP1
HP:0005692	Joint hyperflexibility	57492	ARID1B
HP:0005692	Joint hyperflexibility	2006	ELN
HP:0005692	Joint hyperflexibility	23522	KAT6B
HP:0005692	Joint hyperflexibility	6899	TBX1
HP:0001382	Joint hypermobility	613	BCR
HP:0001382	Joint hypermobility	112752	IFT43
HP:0001382	Joint hypermobility	8318	CDC45
HP:0001382	Joint hypermobility	9361	LONP1
HP:0001382	Joint hypermobility	57492	ARID1B
HP:0001382	Joint hypermobility	6899	TBX1
HP:0001382	Joint hypermobility	10516	FBLN5
HP:0001382	Joint hypermobility	5932	RBBP8
HP:0001382	Joint hypermobility	126792	B3GALT6
HP:0001382	Joint hypermobility	283489	CHAMP1
HP:0001382	Joint hypermobility	2006	ELN
HP:0001382	Joint hypermobility	23522	KAT6B
HP:0001388	Joint laxity	10516	FBLN5
HP:0001388	Joint laxity	126792	B3GALT6
HP:0001388	Joint laxity	23394	ADNP
HP:0001388	Joint laxity	112752	IFT43
HP:0001388	Joint laxity	8318	CDC45
HP:0001388	Joint laxity	57492	ARID1B
HP:0001388	Joint laxity	2006	ELN
HP:0001387	Joint stiffness	5130	PCYT1A
HP:0001387	Joint stiffness	7486	WRN
HP:0001387	Joint stiffness	57167	SALL4
HP:0001387	Joint stiffness	118429	ANTXR2
HP:0001387	Joint stiffness	2254	FGF9
HP:0001387	Joint stiffness	2006	ELN
HP:0001387	Joint stiffness	2799	GNS
HP:0003621	Juvenile onset	1536	CYBB
HP:0003621	Juvenile onset	6443	SGCB
HP:0003621	Juvenile onset	81846	SBF2
HP:0003621	Juvenile onset	80208	SPG11
HP:0003621	Juvenile onset	2778	GNAS
HP:0003621	Juvenile onset	3426	CFI
HP:0000563	Keratoconus	5130	PCYT1A
HP:0000563	Keratoconus	5148	PDE6G
HP:0000563	Keratoconus	346007	EYS
HP:0000563	Keratoconus	6295	SAG
HP:0000563	Keratoconus	64218	SEMA4A
HP:0001993	Ketoacidosis	4594	MUT
HP:0002919	Ketonuria	56922	MCCC1
HP:0001946	Ketosis	4594	MUT
HP:0001946	Ketosis	23417	MLYCD
HP:0030186	Kinetic tremor	9150	CTDP1
HP:0011449	Knee clonus	80208	SPG11
HP:0011449	Knee clonus	3798	KIF5A
HP:0006380	Knee flexion contracture	23522	KAT6B
HP:0002751	Kyphoscoliosis	1954	MEGF8
HP:0002751	Kyphoscoliosis	81846	SBF2
HP:0002751	Kyphoscoliosis	9150	CTDP1
HP:0002751	Kyphoscoliosis	3908	LAMA2
HP:0002751	Kyphoscoliosis	126792	B3GALT6
HP:0002751	Kyphoscoliosis	80208	SPG11
HP:0002751	Kyphoscoliosis	2006	ELN
HP:0002808	Kyphosis	7681	MKRN3
HP:0002808	Kyphosis	57492	ARID1B
HP:0002808	Kyphosis	2778	GNAS
HP:0002808	Kyphosis	3908	LAMA2
HP:0002808	Kyphosis	1861	TOR1A
HP:0002808	Kyphosis	126792	B3GALT6
HP:0002808	Kyphosis	80208	SPG11
HP:0002808	Kyphosis	1954	MEGF8
HP:0002808	Kyphosis	81846	SBF2
HP:0002808	Kyphosis	10682	EBP
HP:0002808	Kyphosis	9150	CTDP1
HP:0002808	Kyphosis	2006	ELN
HP:0000065	Labial hypertrophy	23522	KAT6B
HP:0000066	Labial hypoplasia	7681	MKRN3
HP:0000066	Labial hypoplasia	8318	CDC45
HP:0100679	Lack of skin elasticity	2778	GNAS
HP:0100679	Lack of skin elasticity	7486	WRN
HP:0000632	Lacrimation abnormality	57492	ARID1B
HP:0000632	Lacrimation abnormality	2006	ELN
HP:0000632	Lacrimation abnormality	64218	SEMA4A
HP:0031028	Lactescent serum	4023	LPL
HP:0003128	Lactic acidosis	9997	SCO2
HP:0003128	Lactic acidosis	60528	ELAC2
HP:0003128	Lactic acidosis	4729	NDUFV2
HP:0003128	Lactic acidosis	23417	MLYCD
HP:0003128	Lactic acidosis	51660	MPC1
HP:0002463	Language impairment	23394	ADNP
HP:0002463	Language impairment	613	BCR
HP:0005605	Large cafe-au-lait macules with irregular margins	2778	GNAS
HP:0001129	Large central visual field defect	5130	PCYT1A
HP:0009748	Large earlobe	2006	ELN
HP:0100729	Large face	10084	PQBP1
HP:0100729	Large face	613	BCR
HP:0100729	Large face	283489	CHAMP1
HP:0100729	Large face	79600	TCTN1
HP:0100729	Large face	6899	TBX1
HP:0002265	Large fleshy ears	83696	TRAPPC9
HP:0000239	Large fontanelles	8318	CDC45
HP:0000239	Large fontanelles	4488	MSX2
HP:0001176	Large hands	5156	PDGFRA
HP:0008818	Large iliac wings	126792	B3GALT6
HP:0006267	Large placenta	9652	TTC37
HP:0012049	Laryngeal dystonia	2778	GNAS
HP:0001601	Laryngomalacia	23522	KAT6B
HP:0001601	Laryngomalacia	6899	TBX1
HP:0001601	Laryngomalacia	7486	WRN
HP:0003584	Late onset	5506	PPP1R3A
HP:0003584	Late onset	79719	AAGAB
HP:0001149	Lattice corneal dystrophy	2934	GSN
HP:0005162	Left ventricular failure	3908	LAMA2
HP:0005162	Left ventricular failure	3949	LDLR
HP:0005162	Left ventricular failure	2006	ELN
HP:0001712	Left ventricular hypertrophy	1837	DTNA
HP:0001712	Left ventricular hypertrophy	2778	GNAS
HP:0001712	Left ventricular hypertrophy	57592	ZNF687
HP:0030682	Left ventricular noncompaction	1837	DTNA
HP:0030682	Left ventricular noncompaction	4607	MYBPC3
HP:0011664	Left ventricular noncompaction cardiomyopathy	1837	DTNA
HP:0025169	Left ventricular systolic dysfunction	3908	LAMA2
HP:0005716	Lethal skeletal dysplasia	9321	TRIP11
HP:0001254	Lethargy	56922	MCCC1
HP:0001254	Lethargy	4729	NDUFV2
HP:0001254	Lethargy	445	ASS1
HP:0001254	Lethargy	4594	MUT
HP:0001909	Leukemia	2189	FANCG
HP:0001909	Leukemia	5156	PDGFRA
HP:0001909	Leukemia	811	CALR
HP:0001909	Leukemia	9184	BUB3
HP:0001909	Leukemia	613	BCR
HP:0001974	Leukocytosis	5156	PDGFRA
HP:0001974	Leukocytosis	57167	SALL4
HP:0001974	Leukocytosis	613	BCR
HP:0001974	Leukocytosis	3561	IL2RG
HP:0002415	Leukodystrophy	1605	DAG1
HP:0002415	Leukodystrophy	25939	SAMHD1
HP:0002415	Leukodystrophy	4729	NDUFV2
HP:0002352	Leukoencephalopathy	1181	CLCN2
HP:0002352	Leukoencephalopathy	80208	SPG11
HP:0002352	Leukoencephalopathy	25939	SAMHD1
HP:0002352	Leukoencephalopathy	3798	KIF5A
HP:0001882	Leukopenia	57697	FANCM
HP:0001882	Leukopenia	1130	LYST
HP:0001882	Leukopenia	2189	FANCG
HP:0001882	Leukopenia	7128	TNFAIP3
HP:0001882	Leukopenia	3561	IL2RG
HP:0001882	Leukopenia	4594	MUT
HP:0002070	Limb ataxia	1181	CLCN2
HP:0002070	Limb ataxia	255928	SYT14
HP:0002406	Limb dysmetria	6575	SLC20A2
HP:0002451	Limb dystonia	6531	SLC6A3
HP:0002509	Limb hypertonia	10300	KATNB1
HP:0003121	Limb joint contracture	1605	DAG1
HP:0003121	Limb joint contracture	613	BCR
HP:0003121	Limb joint contracture	8318	CDC45
HP:0003121	Limb joint contracture	57492	ARID1B
HP:0003121	Limb joint contracture	118429	ANTXR2
HP:0003121	Limb joint contracture	80208	SPG11
HP:0003121	Limb joint contracture	10084	PQBP1
HP:0003121	Limb joint contracture	9150	CTDP1
HP:0003121	Limb joint contracture	23522	KAT6B
HP:0003690	Limb muscle weakness	6687	SPG7
HP:0003690	Limb muscle weakness	80208	SPG11
HP:0003690	Limb muscle weakness	1130	LYST
HP:0003690	Limb muscle weakness	81846	SBF2
HP:0003690	Limb muscle weakness	3798	KIF5A
HP:0045084	Limb myoclonus	1861	TOR1A
HP:0009826	Limb undergrowth	5130	PCYT1A
HP:0009826	Limb undergrowth	9775	EIF4A3
HP:0009826	Limb undergrowth	126792	B3GALT6
HP:0009826	Limb undergrowth	57167	SALL4
HP:0009826	Limb undergrowth	57697	FANCM
HP:0009826	Limb undergrowth	1123	CHN1
HP:0009826	Limb undergrowth	9321	TRIP11
HP:0009826	Limb undergrowth	112752	IFT43
HP:0009826	Limb undergrowth	2189	FANCG
HP:0009826	Limb undergrowth	118429	ANTXR2
HP:0009826	Limb undergrowth	10682	EBP
HP:0003797	Limb-girdle muscle atrophy	6443	SGCB
HP:0003325	Limb-girdle muscle weakness	1605	DAG1
HP:0003325	Limb-girdle muscle weakness	6443	SGCB
HP:0001376	Limitation of joint mobility	5130	PCYT1A
HP:0001376	Limitation of joint mobility	118429	ANTXR2
HP:0001376	Limitation of joint mobility	2254	FGF9
HP:0001376	Limitation of joint mobility	2778	GNAS
HP:0001376	Limitation of joint mobility	2799	GNS
HP:0001376	Limitation of joint mobility	7486	WRN
HP:0001376	Limitation of joint mobility	57167	SALL4
HP:0001376	Limitation of joint mobility	2006	ELN
HP:0001376	Limitation of joint mobility	23522	KAT6B
HP:0002996	Limited elbow movement	5130	PCYT1A
HP:0002996	Limited elbow movement	57167	SALL4
HP:0007941	Limited extraocular movements	9997	SCO2
HP:0008800	Limited hip movement	5130	PCYT1A
HP:0008800	Limited hip movement	23522	KAT6B
HP:0006064	Limited interphalangeal movement	2254	FGF9
HP:0006064	Limited interphalangeal movement	57167	SALL4
HP:0006248	Limited wrist movement	57167	SALL4
HP:0000660	Lipemia retinalis	4023	LPL
HP:0006561	Lipid accumulation in hepatocytes	56922	MCCC1
HP:0006561	Lipid accumulation in hepatocytes	3949	LDLR
HP:0006561	Lipid accumulation in hepatocytes	5506	PPP1R3A
HP:0006561	Lipid accumulation in hepatocytes	51128	SAR1B
HP:0100578	Lipoatrophy	7486	WRN
HP:0100578	Lipoatrophy	4607	MYBPC3
HP:0009125	Lipodystrophy	5506	PPP1R3A
HP:0009125	Lipodystrophy	7486	WRN
HP:0009125	Lipodystrophy	126792	B3GALT6
HP:0009125	Lipodystrophy	4607	MYBPC3
HP:0001339	Lissencephaly	54820	NDE1
HP:0001339	Lissencephaly	10300	KATNB1
HP:0001339	Lissencephaly	3908	LAMA2
HP:0001339	Lissencephaly	1605	DAG1
HP:0100523	Liver abscess	1536	CYBB
HP:0009889	Localized hirsutism	57492	ARID1B
HP:0011355	Localized skin lesion	5148	PDE6G
HP:0011355	Localized skin lesion	1123	CHN1
HP:0011355	Localized skin lesion	1130	LYST
HP:0011355	Localized skin lesion	10370	CITED2
HP:0011355	Localized skin lesion	2189	FANCG
HP:0011355	Localized skin lesion	57492	ARID1B
HP:0011355	Localized skin lesion	6295	SAG
HP:0011355	Localized skin lesion	3257	HPS1
HP:0011355	Localized skin lesion	25913	POT1
HP:0011355	Localized skin lesion	7486	WRN
HP:0011355	Localized skin lesion	57697	FANCM
HP:0011355	Localized skin lesion	4488	MSX2
HP:0011355	Localized skin lesion	10682	EBP
HP:0011355	Localized skin lesion	1536	CYBB
HP:0011355	Localized skin lesion	118429	ANTXR2
HP:0011355	Localized skin lesion	2778	GNAS
HP:0011355	Localized skin lesion	64218	SEMA4A
HP:0011355	Localized skin lesion	6899	TBX1
HP:0011355	Localized skin lesion	5932	RBBP8
HP:0011355	Localized skin lesion	126792	B3GALT6
HP:0011355	Localized skin lesion	3949	LDLR
HP:0011355	Localized skin lesion	1908	EDN3
HP:0011355	Localized skin lesion	1909	EDNRA
HP:0011355	Localized skin lesion	346007	EYS
HP:0011355	Localized skin lesion	4023	LPL
HP:0011355	Localized skin lesion	2006	ELN
HP:0011355	Localized skin lesion	9184	BUB3
HP:0011355	Localized skin lesion	23522	KAT6B
HP:0000527	Long eyelashes	57492	ARID1B
HP:0000527	Long eyelashes	9150	CTDP1
HP:0000276	Long face	10084	PQBP1
HP:0000276	Long face	613	BCR
HP:0000276	Long face	283489	CHAMP1
HP:0000276	Long face	79600	TCTN1
HP:0000276	Long face	6899	TBX1
HP:0100807	Long fingers	6660	SOX5
HP:0100807	Long fingers	10516	FBLN5
HP:0100807	Long fingers	126792	B3GALT6
HP:0100807	Long fingers	10084	PQBP1
HP:0100807	Long fingers	613	BCR
HP:0100807	Long fingers	10682	EBP
HP:0100807	Long fingers	2006	ELN
HP:0100807	Long fingers	83696	TRAPPC9
HP:0100807	Long fingers	6899	TBX1
HP:0001847	Long hallux	6660	SOX5
HP:0003189	Long nose	23522	KAT6B
HP:0000040	Long penis	2778	GNAS
HP:0000343	Long philtrum	9321	TRIP11
HP:0000343	Long philtrum	57492	ARID1B
HP:0000343	Long philtrum	6899	TBX1
HP:0000343	Long philtrum	126792	B3GALT6
HP:0000343	Long philtrum	9652	TTC37
HP:0000343	Long philtrum	51660	MPC1
HP:0000343	Long philtrum	2006	ELN
HP:0000343	Long philtrum	23522	KAT6B
HP:0010511	Long toe	6660	SOX5
HP:0010511	Long toe	126792	B3GALT6
HP:0011341	Long upper lip	126792	B3GALT6
HP:0007001	Loss of Purkinje cells in the cerebellar vermis	8913	CACNA1G
HP:0009017	Loss of gluteal subcutaneous adipose tissue	5506	PPP1R3A
HP:0002371	Loss of speech	410	ARSA
HP:0003635	Loss of subcutaneous adipose tissue in limbs	5506	PPP1R3A
HP:0002162	Low posterior hairline	6736	SRY
HP:0002162	Low posterior hairline	23522	KAT6B
HP:0002162	Low posterior hairline	1123	CHN1
HP:0003456	Low urinary cyclic AMP response to PTH administration	2778	GNAS
HP:0000369	Low-set ears	8318	CDC45
HP:0000369	Low-set ears	57492	ARID1B
HP:0000369	Low-set ears	8516	ITGA8
HP:0000369	Low-set ears	10617	STAMBP
HP:0000369	Low-set ears	9652	TTC37
HP:0000369	Low-set ears	10682	EBP
HP:0000369	Low-set ears	6660	SOX5
HP:0000369	Low-set ears	9775	EIF4A3
HP:0000369	Low-set ears	1605	DAG1
HP:0000369	Low-set ears	6736	SRY
HP:0000369	Low-set ears	2799	GNS
HP:0000369	Low-set ears	79600	TCTN1
HP:0000369	Low-set ears	6899	TBX1
HP:0000369	Low-set ears	83737	ITCH
HP:0000369	Low-set ears	283489	CHAMP1
HP:0000369	Low-set ears	1908	EDN3
HP:0000369	Low-set ears	1909	EDNRA
HP:0000369	Low-set ears	1917	EEF1A2
HP:0000369	Low-set ears	1954	MEGF8
HP:0000369	Low-set ears	56262	LRRC8A
HP:0000369	Low-set ears	2006	ELN
HP:0000369	Low-set ears	9184	BUB3
HP:0000369	Low-set ears	23522	KAT6B
