gene	transcript	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags
SALL4	NM_001318031.2	false	6	4.2074e+01	218	1.4260e-01	5.1893e-07	1.0000e+00	2.3871e-11	2.4898e-06	5	3.8028e+01	190	1.3148e-01	4.7822e-07	9.9999e-01	1.1144e-10	5.2565e-06	6.8000e-02	2.7600e-01	5.3559e+00	4.5331e+00	710	8.5662e+02	3987	8.2884e-01	9.4861e-06	7.7800e-01	8.8200e-01	5.0094e+00	1.8288e+00	135	2.0044e+02	1011	6.7353e-01	361	3.6224e+02	1289	9.9657e-01	4.0654e-06	9.1400e-01	1.0870e+00	6.5200e-02	3.5554e-02	[]
SALL4	NM_020436.5	true	7	6.8468e+01	346	1.0224e-01	1.1966e-06	1.0000e+00	9.3771e-20	1.6187e-11	6	6.4422e+01	318	9.3136e-02	1.1559e-06	1.0000e+00	4.3778e-19	3.4175e-11	5.0000e-02	1.8400e-01	7.2788e+00	6.1606e+00	1178	1.4603e+03	6861	8.0667e-01	1.4956e-05	7.6800e-01	8.4600e-01	7.3879e+00	2.6971e+00	328	4.6247e+02	2272	7.0924e-01	580	6.0381e+02	2191	9.6057e-01	6.0438e-06	8.9700e-01	1.0290e+00	9.6883e-01	5.2831e-01	[]
SALL4	XM_005260467.4	false	6	6.0430e+01	306	9.9289e-02	1.1898e-06	1.0000e+00	1.1388e-17	2.6205e-10	5	5.5499e+01	273	9.0092e-02	1.1337e-06	1.0000e+00	1.0722e-16	8.6020e-10	4.6000e-02	1.8900e-01	6.7786e+00	5.7372e+00	1044	1.3187e+03	6204	7.9168e-01	7.9678e-06	7.5200e-01	8.3300e-01	7.5649e+00	2.7618e+00	NA	NA	NA	NA	521	5.4343e+02	2005	9.5872e-01	5.6082e-06	8.9100e-01	1.0310e+00	9.6220e-01	5.2470e-01	[]
SALL4	XM_011528921.2	false	6	6.1314e+01	310	9.7858e-02	1.2058e-06	1.0000e+00	5.6494e-18	1.6858e-10	5	5.5499e+01	273	9.0092e-02	1.1337e-06	1.0000e+00	1.0722e-16	8.6020e-10	4.6000e-02	1.8900e-01	6.7786e+00	5.7372e+00	1044	1.3187e+03	6204	7.9168e-01	7.9678e-06	7.5200e-01	8.3300e-01	7.5649e+00	2.7618e+00	NA	NA	NA	NA	521	5.4343e+02	2005	9.5872e-01	5.6082e-06	8.9100e-01	1.0310e+00	9.6220e-01	5.2470e-01	[]
SALL4	XM_011528922.2	false	6	6.1314e+01	310	9.7858e-02	1.2058e-06	1.0000e+00	5.6494e-18	1.6858e-10	5	5.5499e+01	273	9.0092e-02	1.1337e-06	1.0000e+00	1.0722e-16	8.6020e-10	4.6000e-02	1.8900e-01	6.7786e+00	5.7372e+00	1044	1.3187e+03	6204	7.9168e-01	7.9678e-06	7.5200e-01	8.3300e-01	7.5649e+00	2.7618e+00	NA	NA	NA	NA	521	5.4343e+02	2005	9.5872e-01	5.6082e-06	8.9100e-01	1.0310e+00	9.6220e-01	5.2470e-01	[]
SAMHD1	ENST00000262878	false	33	5.1140e+01	230	6.4529e-01	1.2101e-06	1.5081e-07	7.9982e-03	9.9200e-01	30	4.5432e+01	207	6.6032e-01	1.0138e-06	3.6037e-07	1.4277e-02	9.8572e-01	4.9300e-01	8.9600e-01	2.2896e+00	1.9378e+00	445	5.4510e+02	2671	8.1636e-01	3.7712e-06	7.5500e-01	8.8300e-01	4.2875e+00	1.5653e+00	186	2.3104e+02	1148	8.0506e-01	173	1.9135e+02	788	9.0411e-01	1.3877e-06	7.9800e-01	1.0260e+00	1.3264e+00	7.2331e-01	[]
SAMHD1	ENST00000465985	false	6	1.0159e+01	49	5.9059e-01	2.3505e-07	4.1878e-02	9.8007e-02	8.6011e-01	5	3.9999e+00	18	1.2500e+00	7.0687e-08	5.4386e-03	3.1754e-01	6.7702e-01	6.1800e-01	1.8970e+00	-5.0008e-01	-4.2326e-01	67	8.6690e+01	474	7.7287e-01	1.1698e-06	6.3400e-01	9.4700e-01	2.1148e+00	7.7205e-01	27	3.5296e+01	186	7.6496e-01	27	3.2381e+01	135	8.3383e-01	5.3629e-07	6.1400e-01	1.1500e+00	9.4555e-01	5.1562e-01	[]
SAMHD1	ENST00000642186	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	3.0203e+02	1444	8.3104e-01	2.8099e-06	7.4900e-01	9.2300e-01	2.9363e+00	1.0720e+00	82	1.0433e+02	526	7.8593e-01	108	1.1038e+02	447	9.7846e-01	1.0624e-06	8.3600e-01	1.1480e+00	2.2627e-01	1.2339e-01	["no_exp_lof"]
SAMHD1	ENST00000642246	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	9.8507e+01	440	8.8318e-01	8.9644e-07	7.4200e-01	1.0560e+00	1.1594e+00	4.2328e-01	21	3.1381e+01	147	6.6920e-01	46	4.2860e+01	144	1.0733e+00	3.0113e-07	8.4600e-01	1.3720e+00	-4.7959e-01	-2.6152e-01	["no_exp_lof"]
SAMHD1	ENST00000642616	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124	1.3907e+02	627	8.9165e-01	1.5906e-06	7.7000e-01	1.0350e+00	1.2778e+00	4.6648e-01	44	5.7420e+01	273	7.6629e-01	60	5.7474e+01	207	1.0440e+00	5.5637e-07	8.4700e-01	1.2940e+00	-3.3324e-01	-1.8172e-01	["no_exp_lof"]
SAMHD1	ENST00000643078	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	9.8507e+01	440	8.8318e-01	8.9644e-07	7.4200e-01	1.0560e+00	1.1594e+00	4.2328e-01	21	3.1381e+01	147	6.6920e-01	46	4.2860e+01	144	1.0733e+00	3.0113e-07	8.4600e-01	1.3720e+00	-4.7959e-01	-2.6152e-01	["no_exp_lof"]
SAMHD1	ENST00000643825	false	7	1.1766e+01	61	5.9494e-01	2.5113e-07	2.8101e-02	8.8869e-02	8.8303e-01	5	5.0783e+00	25	9.8458e-01	8.0774e-08	1.0152e-02	2.5203e-01	7.3782e-01	5.0500e-01	1.7970e+00	3.4748e-02	2.9410e-02	109	1.3011e+02	703	8.3775e-01	1.6842e-06	7.1600e-01	9.8200e-01	1.8507e+00	6.7565e-01	37	4.6887e+01	250	7.8913e-01	40	4.6411e+01	191	8.6187e-01	7.8531e-07	6.6800e-01	1.1220e+00	9.4100e-01	5.1314e-01	[]
SAMHD1	ENST00000643918	false	31	4.8732e+01	224	6.3613e-01	1.0153e-06	5.2763e-07	8.0899e-03	9.9191e-01	31	4.8556e+01	222	6.3843e-01	1.0129e-06	5.0541e-07	8.1215e-03	9.9188e-01	4.7900e-01	8.6200e-01	2.5195e+00	2.1324e+00	437	5.2720e+02	2600	8.2891e-01	3.6711e-06	7.6600e-01	8.9700e-01	3.9285e+00	1.4342e+00	184	2.3119e+02	1154	7.9587e-01	169	1.8452e+02	757	9.1588e-01	1.3724e-06	8.0700e-01	1.0410e+00	1.1427e+00	6.2313e-01	[]
SAMHD1	ENST00000644114	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	333	4.0356e+02	1960	8.2515e-01	3.1962e-06	7.5400e-01	9.0400e-01	3.5124e+00	1.2823e+00	77	8.9132e+01	431	8.6388e-01	133	1.4325e+02	586	9.2845e-01	1.0989e-06	8.0600e-01	1.0720e+00	8.5635e-01	4.6698e-01	["no_exp_lof"]
SAMHD1	ENST00000644250	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	445	5.4510e+02	2671	8.1636e-01	3.7712e-06	7.5500e-01	8.8300e-01	4.2875e+00	1.5653e+00	186	2.3104e+02	1148	8.0506e-01	173	1.9135e+02	788	9.0411e-01	1.3877e-06	7.9800e-01	1.0260e+00	1.3264e+00	7.2331e-01	["no_exp_lof"]
SAMHD1	ENST00000645033	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	3.0203e+02	1444	8.3104e-01	2.8099e-06	7.4900e-01	9.2300e-01	2.9363e+00	1.0720e+00	82	1.0433e+02	526	7.8593e-01	108	1.1038e+02	447	9.7846e-01	1.0624e-06	8.3600e-01	1.1480e+00	2.2627e-01	1.2339e-01	["no_exp_lof"]
SAMHD1	ENST00000645444	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	3.0203e+02	1444	8.3104e-01	2.8099e-06	7.4900e-01	9.2300e-01	2.9363e+00	1.0720e+00	82	1.0433e+02	526	7.8593e-01	108	1.1038e+02	447	9.7846e-01	1.0624e-06	8.3600e-01	1.1480e+00	2.2627e-01	1.2339e-01	["no_exp_lof"]
SAMHD1	ENST00000646066	false	32	4.9576e+01	222	6.4548e-01	1.1951e-06	2.3542e-07	8.9354e-03	9.9106e-01	29	4.3868e+01	199	6.6107e-01	9.9887e-07	5.6215e-07	1.5938e-02	9.8406e-01	4.9100e-01	9.0100e-01	2.2448e+00	1.9000e+00	427	5.1329e+02	2520	8.3189e-01	4.0132e-06	7.6800e-01	9.0100e-01	3.8086e+00	1.3904e+00	171	2.0414e+02	1027	8.3766e-01	168	1.8096e+02	750	9.2836e-01	1.3834e-06	8.1800e-01	1.0550e+00	9.6370e-01	5.2552e-01	[]
SAMHD1	ENST00000646121	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	5.2612e+01	241	7.6029e-01	1.0076e-06	5.8900e-01	9.9000e-01	1.7387e+00	6.3476e-01	10	1.2427e+01	61	8.0471e-01	24	2.1150e+01	78	1.1347e+00	2.5365e-07	8.2100e-01	1.5920e+00	-6.1964e-01	-3.3790e-01	["no_exp_lof"]
SAMHD1	ENST00000646673	true	34	5.2746e+01	242	6.4459e-01	1.2152e-06	9.8659e-08	7.0709e-03	9.9293e-01	31	4.7039e+01	219	6.5903e-01	1.0189e-06	2.3593e-07	1.2631e-02	9.8737e-01	4.9400e-01	8.8900e-01	2.3385e+00	1.9793e+00	486	5.8643e+02	2894	8.2874e-01	3.9468e-06	7.6900e-01	8.9300e-01	4.1474e+00	1.5141e+00	132	1.4898e+02	744	8.8603e-01	185	2.0370e+02	841	9.0822e-01	1.3877e-06	8.0500e-01	1.0260e+00	1.3100e+00	7.1434e-01	[]
SAMHD1	ENST00000646866	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	1.1220e+02	499	8.8232e-01	1.3696e-06	7.4900e-01	1.0430e+00	1.2466e+00	4.5510e-01	22	2.8758e+01	136	7.6500e-01	53	4.7480e+01	166	1.1163e+00	3.6814e-07	8.9400e-01	1.4030e+00	-8.0112e-01	-4.3686e-01	["no_exp_lof"]
SAMHD1	ENST00000646869	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486	5.8643e+02	2894	8.2874e-01	3.9468e-06	7.6900e-01	8.9300e-01	4.1474e+00	1.5141e+00	132	1.4898e+02	744	8.8603e-01	185	2.0370e+02	841	9.0822e-01	1.3877e-06	8.0500e-01	1.0260e+00	1.3100e+00	7.1434e-01	["no_exp_lof"]
SAMHD1	ENST00000646904	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	3.0203e+02	1444	8.3104e-01	2.8654e-06	7.4900e-01	9.2300e-01	2.9363e+00	1.0720e+00	110	1.4041e+02	700	7.8339e-01	108	1.1038e+02	447	9.7846e-01	1.0624e-06	8.3600e-01	1.1480e+00	2.2627e-01	1.2339e-01	["no_exp_lof"]
SAMHD1	ENST00000647163	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	3.0203e+02	1444	8.3104e-01	2.8099e-06	7.4900e-01	9.2300e-01	2.9363e+00	1.0720e+00	82	1.0433e+02	526	7.8593e-01	108	1.1038e+02	447	9.7846e-01	1.0624e-06	8.3600e-01	1.1480e+00	2.2627e-01	1.2339e-01	["no_exp_lof"]
SAMHD1	ENST00000682773	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486	5.8643e+02	2894	8.2874e-01	3.9468e-06	7.6900e-01	8.9300e-01	4.1474e+00	1.5141e+00	132	1.4898e+02	744	8.8603e-01	185	2.0370e+02	841	9.0822e-01	1.3877e-06	8.0500e-01	1.0260e+00	1.3100e+00	7.1434e-01	["no_exp_lof"]
SAMHD1	ENST00000683720	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197	2.3125e+02	1079	8.5190e-01	2.7361e-06	7.5800e-01	9.5900e-01	2.2521e+00	8.2219e-01	42	5.3703e+01	269	7.8208e-01	85	9.0594e+01	347	9.3825e-01	1.0476e-06	7.8600e-01	1.1240e+00	5.8775e-01	3.2051e-01	["no_exp_lof"]
SAMHD1	ENST00000683766	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486	5.8643e+02	2894	8.2874e-01	3.9468e-06	7.6900e-01	8.9300e-01	4.1474e+00	1.5141e+00	132	1.4898e+02	744	8.8603e-01	185	2.0370e+02	841	9.0822e-01	1.3877e-06	8.0500e-01	1.0260e+00	1.3100e+00	7.1434e-01	["no_exp_lof"]
SAMHD1	NM_001363729.2	false	33	5.1140e+01	230	6.4529e-01	1.2101e-06	1.5081e-07	7.9982e-03	9.9200e-01	30	4.5432e+01	207	6.6032e-01	1.0138e-06	3.6037e-07	1.4277e-02	9.8572e-01	4.9300e-01	8.9600e-01	2.2896e+00	1.9378e+00	445	5.4510e+02	2671	8.1636e-01	3.7712e-06	7.5500e-01	8.8300e-01	4.2875e+00	1.5653e+00	186	2.3104e+02	1148	8.0506e-01	173	1.9135e+02	788	9.0411e-01	1.3877e-06	7.9800e-01	1.0260e+00	1.3264e+00	7.2331e-01	[]
SAMHD1	NM_001363733.2	false	31	4.8732e+01	224	6.3613e-01	1.0153e-06	5.2763e-07	8.0899e-03	9.9191e-01	31	4.8556e+01	222	6.3843e-01	1.0129e-06	5.0541e-07	8.1215e-03	9.9188e-01	4.7900e-01	8.6200e-01	2.5195e+00	2.1324e+00	437	5.2720e+02	2600	8.2891e-01	3.6711e-06	7.6600e-01	8.9700e-01	3.9285e+00	1.4342e+00	184	2.3119e+02	1154	7.9587e-01	169	1.8452e+02	757	9.1588e-01	1.3724e-06	8.0700e-01	1.0410e+00	1.1427e+00	6.2313e-01	[]
SAMHD1	NM_015474.4	true	34	5.2746e+01	242	6.4459e-01	1.2152e-06	9.8659e-08	7.0709e-03	9.9293e-01	31	4.7039e+01	219	6.5903e-01	1.0189e-06	2.3593e-07	1.2631e-02	9.8737e-01	4.9400e-01	8.8900e-01	2.3385e+00	1.9793e+00	486	5.8643e+02	2894	8.2874e-01	3.9468e-06	7.6900e-01	8.9300e-01	4.1474e+00	1.5141e+00	132	1.4898e+02	744	8.8603e-01	185	2.0370e+02	841	9.0822e-01	1.3877e-06	8.0500e-01	1.0260e+00	1.3100e+00	7.1434e-01	[]
SAR1B	ENST00000402673	true	14	1.9791e+01	100	7.0741e-01	6.0089e-07	2.9307e-04	9.8076e-02	9.0163e-01	14	1.9791e+01	100	7.0741e-01	6.0089e-07	3.0792e-04	9.3925e-02	9.0577e-01	4.6600e-01	1.1060e+00	1.3016e+00	1.1017e+00	144	1.9698e+02	1008	7.3104e-01	2.7346e-06	6.3800e-01	8.3900e-01	3.7749e+00	1.3781e+00	35	5.5691e+01	304	6.2847e-01	53	7.0984e+01	300	7.4665e-01	1.2483e-06	5.9800e-01	9.3900e-01	2.1345e+00	1.1640e+00	[]
SAR1B	ENST00000439578	false	14	1.9791e+01	100	7.0741e-01	6.0089e-07	2.9307e-04	9.8076e-02	9.0163e-01	14	1.9791e+01	100	7.0741e-01	6.0089e-07	3.0792e-04	9.3925e-02	9.0577e-01	4.6600e-01	1.1060e+00	1.3016e+00	1.1017e+00	144	1.9698e+02	1008	7.3104e-01	2.7346e-06	6.3800e-01	8.3900e-01	3.7749e+00	1.3781e+00	35	5.5691e+01	304	6.2847e-01	53	7.0984e+01	300	7.4665e-01	1.2483e-06	5.9800e-01	9.3900e-01	2.1345e+00	1.1640e+00	[]
SAR1B	ENST00000502286	false	7	9.6351e+00	52	7.2651e-01	2.4173e-07	9.1634e-03	1.5701e-01	8.3383e-01	7	9.6351e+00	52	7.2651e-01	2.4173e-07	9.6503e-03	1.5071e-01	8.3963e-01	4.1200e-01	1.3600e+00	8.4893e-01	7.1851e-01	68	9.6325e+01	501	7.0594e-01	1.3964e-06	5.8000e-01	8.6400e-01	2.8860e+00	1.0536e+00	14	2.8558e+01	162	4.9024e-01	25	3.6767e+01	155	6.7995e-01	6.4133e-07	4.9500e-01	9.5000e-01	1.9407e+00	1.0583e+00	[]
SAR1B	ENST00000502539	false	13	1.4782e+01	68	8.7946e-01	5.4138e-07	6.8208e-05	2.5085e-01	7.4908e-01	11	1.3673e+01	62	8.0448e-01	5.2197e-07	5.2182e-04	1.8051e-01	8.1897e-01	5.0500e-01	1.3310e+00	7.2297e-01	6.1190e-01	104	1.3633e+02	692	7.6288e-01	2.3961e-06	6.5000e-01	8.9800e-01	2.7686e+00	1.0107e+00	29	3.9383e+01	205	7.3637e-01	35	4.7436e+01	204	7.3784e-01	1.0496e-06	5.6300e-01	9.7800e-01	1.8056e+00	9.8462e-01	[]
SAR1B	ENST00000503318	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	1.1118e+02	586	6.8358e-01	1.6100e-06	5.6700e-01	8.2700e-01	3.3364e+00	1.2180e+00	22	4.9623e+01	285	4.4334e-01	31	4.2281e+01	175	7.3319e-01	7.8922e-07	5.5000e-01	9.9000e-01	1.7349e+00	9.4605e-01	["no_exp_lof"]
SAR1B	ENST00000505758	false	13	1.6291e+01	87	7.9797e-01	4.4577e-07	1.5917e-04	1.7682e-01	8.2302e-01	13	1.6291e+01	87	7.9797e-01	4.4577e-07	1.6786e-04	1.6997e-01	8.2987e-01	5.1900e-01	1.2680e+00	8.1544e-01	6.9017e-01	121	1.6728e+02	868	7.2333e-01	2.1074e-06	6.2300e-01	8.4100e-01	3.5783e+00	1.3063e+00	24	4.3475e+01	246	5.5204e-01	47	6.2089e+01	260	7.5698e-01	1.0313e-06	5.9800e-01	9.6500e-01	1.9149e+00	1.0442e+00	[]
SAR1B	ENST00000507419	false	14	1.7154e+01	80	8.1615e-01	5.8348e-07	7.0532e-05	1.9104e-01	8.0889e-01	11	1.3673e+01	62	8.0448e-01	5.2197e-07	5.2182e-04	1.8051e-01	8.1897e-01	5.0500e-01	1.3310e+00	7.2297e-01	6.1190e-01	104	1.3633e+02	692	7.6288e-01	2.3961e-06	6.5000e-01	8.9800e-01	2.7686e+00	1.0107e+00	29	3.9383e+01	205	7.3637e-01	35	4.7436e+01	204	7.3784e-01	1.0496e-06	5.6300e-01	9.7800e-01	1.8056e+00	9.8462e-01	[]
SAR1B	ENST00000509730	false	13	1.3991e+01	65	9.2915e-01	5.2937e-07	4.3147e-05	2.9699e-01	7.0297e-01	11	1.2883e+01	59	8.5384e-01	5.0996e-07	3.3594e-04	2.1750e-01	7.8217e-01	5.3600e-01	1.4100e+00	5.2461e-01	4.4401e-01	98	1.2680e+02	655	7.7288e-01	1.9373e-06	6.5500e-01	9.1400e-01	2.5575e+00	9.3366e-01	27	3.6720e+01	190	7.3529e-01	33	4.5129e+01	193	7.3123e-01	1.0274e-06	5.5300e-01	9.7800e-01	1.8055e+00	9.8458e-01	[]
SAR1B	ENST00000509937	false	13	1.4782e+01	68	8.7946e-01	5.4138e-07	6.8208e-05	2.5085e-01	7.4908e-01	11	1.3673e+01	62	8.0448e-01	5.2197e-07	5.2182e-04	1.8051e-01	8.1897e-01	5.0500e-01	1.3310e+00	7.2297e-01	6.1190e-01	104	1.3633e+02	692	7.6288e-01	2.3961e-06	6.5000e-01	8.9800e-01	2.7686e+00	1.0107e+00	29	3.9383e+01	205	7.3637e-01	35	4.7436e+01	204	7.3784e-01	1.0496e-06	5.6300e-01	9.7800e-01	1.8056e+00	9.8462e-01	[]
SAR1B	NM_001033503.3	false	14	1.9791e+01	100	7.0741e-01	6.0089e-07	2.9307e-04	9.8076e-02	9.0163e-01	14	1.9791e+01	100	7.0741e-01	6.0089e-07	3.0792e-04	9.3925e-02	9.0577e-01	4.6600e-01	1.1060e+00	1.3016e+00	1.1017e+00	144	1.9698e+02	1008	7.3104e-01	2.7346e-06	6.3800e-01	8.3900e-01	3.7749e+00	1.3781e+00	35	5.5691e+01	304	6.2847e-01	53	7.0984e+01	300	7.4665e-01	1.2483e-06	5.9800e-01	9.3900e-01	2.1345e+00	1.1640e+00	[]
SAR1B	NM_016103.4	true	14	1.9791e+01	100	7.0741e-01	6.0089e-07	2.9307e-04	9.8076e-02	9.0163e-01	14	1.9791e+01	100	7.0741e-01	6.0089e-07	3.0792e-04	9.3925e-02	9.0577e-01	4.6600e-01	1.1060e+00	1.3016e+00	1.1017e+00	144	1.9698e+02	1008	7.3104e-01	2.7346e-06	6.3800e-01	8.3900e-01	3.7749e+00	1.3781e+00	35	5.5691e+01	304	6.2847e-01	53	7.0984e+01	300	7.4665e-01	1.2483e-06	5.9800e-01	9.3900e-01	2.1345e+00	1.1640e+00	[]
SBF1	ENST00000348911	false	62	2.0708e+02	941	2.9941e-01	2.1040e-06	1.0000e+00	7.2029e-30	2.9976e-12	62	2.0708e+02	941	2.9941e-01	2.1040e-06	1.0000e+00	6.5654e-30	2.8662e-12	2.4300e-01	3.7000e-01	1.0082e+01	8.5328e+00	2590	2.6103e+03	11474	9.9223e-01	1.7202e-05	9.6000e-01	1.0250e+00	3.9701e-01	1.4494e-01	817	9.9652e+02	4463	8.1985e-01	1386	1.0977e+03	3724	1.2627e+00	6.1255e-06	1.2070e+00	1.3200e+00	-8.7030e+00	-4.7459e+00	["outlier_syn"]
SBF1	ENST00000380817	true	65	2.0963e+02	951	3.1007e-01	2.2568e-06	1.0000e+00	1.0706e-28	3.3233e-11	65	2.0963e+02	951	3.1007e-01	2.2568e-06	1.0000e+00	9.7589e-29	3.1775e-11	2.5300e-01	3.8100e-01	9.9893e+00	8.4547e+00	2634	2.6387e+03	11579	9.9823e-01	1.8298e-05	9.6600e-01	1.0310e+00	9.1116e-02	3.3264e-02	999	1.1204e+03	5020	8.9163e-01	1410	1.1100e+03	3765	1.2702e+00	6.4727e-06	1.2150e+00	1.3270e+00	-9.0031e+00	-4.9095e+00	["outlier_syn"]
SBF1	ENST00000418590	false	17	5.3343e+01	239	3.1869e-01	6.4728e-07	9.9351e-01	1.0432e-07	6.4918e-03	17	5.3343e+01	239	3.1869e-01	6.4728e-07	9.9379e-01	9.5112e-08	6.2089e-03	2.1700e-01	4.7800e-01	4.9761e+00	4.2116e+00	584	6.1632e+02	2715	9.4757e-01	7.9096e-06	8.8500e-01	1.0150e+00	1.3017e+00	4.7522e-01	180	2.3763e+02	1154	7.5748e-01	296	2.4915e+02	839	1.1880e+00	2.8582e-06	1.0800e+00	1.3080e+00	-2.9682e+00	-1.6186e+00	[]
SBF1	ENST00000684986	false	65	2.0983e+02	951	3.0977e-01	2.2512e-06	1.0000e+00	9.1457e-29	3.0096e-11	65	2.0983e+02	951	3.0977e-01	2.2512e-06	1.0000e+00	8.3363e-29	2.8776e-11	2.5300e-01	3.8100e-01	9.9983e+00	8.4623e+00	2634	2.6395e+03	11584	9.9791e-01	1.7913e-05	9.6600e-01	1.0300e+00	1.0733e-01	3.9183e-02	926	1.1225e+03	5202	8.2492e-01	1410	1.1102e+03	3766	1.2700e+00	6.4758e-06	1.2150e+00	1.3270e+00	-8.9971e+00	-4.9062e+00	["outlier_syn"]
SBF1	ENST00000685239	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	7.0344e+01	281	8.8138e-01	1.7615e-06	7.1700e-01	1.0890e+00	9.9484e-01	3.6319e-01	22	2.5064e+01	101	8.7777e-01	44	2.8522e+01	89	1.5427e+00	6.7522e-07	1.2070e+00	1.8980e+00	-2.8982e+00	-1.5804e+00	["no_exp_lof"]
SBF1	ENST00000685386	false	16	4.5788e+01	219	3.4944e-01	5.3794e-07	9.2325e-01	8.0272e-06	7.6747e-02	16	4.5788e+01	219	3.4944e-01	5.3794e-07	9.2636e-01	7.3415e-06	7.3629e-02	2.3600e-01	5.3100e-01	4.4022e+00	3.7259e+00	717	7.5220e+02	3199	9.5320e-01	6.8840e-06	8.9600e-01	1.0140e+00	1.2835e+00	4.6856e-01	250	3.2532e+02	1407	7.6848e-01	395	3.1785e+02	1067	1.2427e+00	2.6604e-06	1.1440e+00	1.3510e+00	-4.3273e+00	-2.3598e+00	[]
SBF1	ENST00000685459	false	12	3.0805e+01	136	3.8955e-01	3.8914e-07	4.7909e-01	1.1057e-03	5.1981e-01	10	2.5940e+01	111	3.8550e-01	3.1518e-07	4.9637e-01	2.1184e-03	5.0151e-01	2.3700e-01	6.5400e-01	3.1298e+00	2.6489e+00	376	3.8427e+02	1665	9.7847e-01	5.3854e-06	8.9800e-01	1.0660e+00	4.2211e-01	1.5410e-01	109	1.2293e+02	587	8.8666e-01	173	1.5449e+02	543	1.1198e+00	1.9656e-06	9.8900e-01	1.2700e+00	-1.4890e+00	-8.1198e-01	[]
SBF1	ENST00000685592	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	677	6.2616e+02	2790	1.0812e+00	7.3770e-06	1.0140e+00	1.1520e+00	-2.0317e+00	-7.4172e-01	132	1.5800e+02	757	8.3546e-01	350	2.6323e+02	899	1.3296e+00	2.8917e-06	1.2180e+00	1.4530e+00	-5.3481e+00	-2.9164e+00	["no_exp_lof"]
SBF1	ENST00000685809	false	62	2.0713e+02	940	2.9933e-01	2.1048e-06	1.0000e+00	6.9105e-30	2.9204e-12	62	2.0713e+02	940	2.9933e-01	2.1048e-06	1.0000e+00	6.2989e-30	2.7924e-12	2.4300e-01	3.7000e-01	1.0084e+01	8.5348e+00	2588	2.6062e+03	11451	9.9300e-01	1.7421e-05	9.6000e-01	1.0260e+00	3.5732e-01	1.3045e-01	902	1.0961e+03	5059	8.2291e-01	1385	1.0957e+03	3717	1.2641e+00	6.1286e-06	1.2090e+00	1.3210e+00	-8.7412e+00	-4.7667e+00	["outlier_syn"]
